slim_id,ne,m0,m1,m,s,gen,length,h
30126217915190,1000,0.167,0.833,1e-8,1e-1,10000,172126628,0.5
30126857919424,1000,0.5,0.5,1e-8,1e-1,10000,172126628,0.5
30127377927244,1000,0.9833,0.0067,1e-8,1e-1,10000,172126628,0.5
30124547903541,1000,0.167,0.833,1e-8,1e-2,10000,172126628,0.5
30125027906162,1000,0.5,0.5,1e-8,1e-2,10000,172126628,0.5
30125737911469,1000,0.9833,0.0067,1e-8,1e-2,10000,172126628,0.5
30123617892968,1000,0.167,0.833,1e-8,1e-3,10000,172126628,0.5
30123137882432,1000,0.5,0.5,1e-8,1e-3,10000,172126628,0.5
30109247317431,1000,0.9833,0.0067,1e-8,1e-3,10000,172126628,0.5
